id,name,longname,nationality,age,ova,pot,club,contract,positions,height,weight,preferred_foot,bov,best_position,joined,loan_date_end,value,wage,release_clause,attacking,crossing,finishing,heading_accuracy,short_passing,volleys,skill,dribbling,curve,fk_accuracy,long_passing,ball_control,movement,acceleration,sprint_speed,agility,reactions,balance,power,shot_power,jumping,stamina,strength,long_shots,mentality,aggression,interceptions,positioning,vision,penalties,composure,defending,marking,standing_tackle,sliding_tackle,goalkeeping,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,total_stats,base_stats,wf,sm,aw,dw,ir,pac,sho,pas,dri,def,phy,hits,contract_start,contract_end,contract_length,value_per_overall,age_group
245313,J. Sildero,José María Sildero,Uruguay,28,80,80,No Club,Free,"CAM, RM",177.0,75.0,Right,80,CAM,"Aug 10, 2018",Not on Loan,0.0,0.0,0.0,369,75,74,64,80,76,403,79,86,78,82,78,404,88,75,83,82,76,374,82,64,80,70,78,339,62,40,77,83,77,81,108,40,35,33,65,12,12,13,15,13,2062,428,4,4,Medium,Low,1 ★,81,77,80,79,40,71,31,Free Agent,Free Agent,,0.0,Prime
235569,T. Ndombele,Tanguy Ndombele,France,23,80,87,"



Tottenham Hotspur",2019 ~ 2024,"CM, CDM",181.0,76.0,Right,82,CAM,"Jul 2, 2019",Not on Loan,42000000.0,82000.0,43.1,327,69,59,56,84,59,394,88,74,65,81,86,400,79,69,84,82,86,345,80,60,58,79,68,363,75,72,69,87,60,87,208,66,73,69,46,8,10,13,8,7,2083,448,3,4,Medium,Medium,1 ★,74,66,80,87,69,72,245,2019.0,2024.0,5.0,525000.0,Young
205923,B. Davies,Ben Davies,Wales,27,80,81,"



Tottenham Hotspur",2014 ~ 2024,"LB, LWB",182.0,76.0,Left,80,LB,"Jul 23, 2014",Not on Loan,22000000.0,86000.0,28.6,329,78,58,66,79,48,343,75,72,48,70,78,360,73,73,68,78,68,343,65,74,83,69,52,348,76,79,64,75,54,74,239,77,82,80,45,11,7,6,7,14,2007,433,3,3,Medium,High,2 ★,73,58,75,75,78,74,64,2014.0,2024.0,10.0,275000.0,Prime
236632,David Neres,David Neres Campos,Brazil,23,80,85,"



Ajax",2017 ~ 2023,"LW, RW, CAM",176.0,66.0,Left,83,CAM,"Feb 1, 2017",Not on Loan,32000000.0,21000.0,29.5,337,67,75,45,78,72,362,86,70,52,69,85,426,86,86,90,78,86,334,74,56,73,64,67,320,58,35,77,81,69,80,104,40,32,32,48,14,10,5,13,6,1931,419,3,5,Medium,Medium,3 ★,86,73,73,86,36,65,280,2017.0,2023.0,6.0,400000.0,Young
232411,C. Nkunku,Christopher Nkunku,France,22,80,86,"



RB Leipzig",2019 ~ 2024,"CAM, ST",179.0,72.0,Right,82,CAM,"Jul 18, 2019",Not on Loan,34000000.0,51000.0,39000000.0,355,81,74,59,82,59,404,86,81,76,77,84,401,79,77,85,77,83,351,79,59,74,63,76,353,62,69,78,79,65,79,211,69,72,70,43,5,6,10,15,7,2118,451,3,4,Medium,Medium,1 ★,78,74,80,85,69,65,359,2019.0,2024.0,5.0,425000.0,Young
233306,D. Henderson,Dean Henderson,England,23,80,87,"



Manchester United",2016 ~ 2025,GK,190.0,85.0,Right,80,GK,"Jul 1, 2016",Not on Loan,36000000.0,70000.0,33.6,73,14,9,13,32,5,108,13,13,10,40,32,295,51,48,61,79,56,216,53,63,34,60,6,89,21,11,8,33,16,56,45,17,14,14,390,80,80,70,77,83,1216,439,3,1,Medium,Medium,1 ★,80,80,70,83,49,77,337,2016.0,2025.0,9.0,450000.0,Young
232119,C. Söyüncü,Çağlar Söyüncü,Turkey,24,80,85,"



Leicester City",2018 ~ 2023,CB,185.0,82.0,Right,82,CB,"Aug 9, 2018",Not on Loan,29000000.0,69000.0,35.6,284,46,39,75,76,48,278,65,39,39,64,71,335,65,72,64,77,57,335,65,76,68,82,44,317,89,79,42,55,52,76,242,78,84,80,34,6,7,7,7,7,1825,402,4,2,Medium,Medium,1 ★,69,46,60,67,80,80,213,2018.0,2023.0,5.0,362500.0,Young
240130,Éder Militão,Éder Gabriel Militão,Brazil,22,80,87,"



Real Madrid",2019 ~ 2025,"CB, RB",186.0,78.0,Right,82,CB,"Jul 1, 2019",Not on Loan,40000000.0,115000.0,42.8,301,72,48,77,70,34,310,70,60,40,69,71,373,77,79,69,81,67,351,62,85,85,77,42,348,83,82,64,59,60,74,244,81,82,81,61,11,8,15,12,15,1988,427,2,2,Medium,High,1 ★,78,50,66,71,81,81,297,2019.0,2025.0,6.0,500000.0,Young
230869,Unai Simón,Unai Simón Mendibil,Spain,23,80,86,"



Athletic Club de Bilbao",2015 ~ 2025,GK,190.0,89.0,Right,80,GK,"Aug 25, 2015",Not on Loan,27000000.0,18000.0,35.7,94,16,14,18,29,17,83,12,20,14,21,16,243,46,48,32,70,47,245,51,60,45,76,13,122,27,26,14,31,24,48,41,11,18,12,389,81,77,68,83,80,1217,436,2,1,Medium,Medium,1 ★,81,77,68,80,47,83,145,2015.0,2025.0,10.0,337500.0,Young
233064,M. Mount,Mason Mount,England,21,80,87,"



Chelsea",2016 ~ 2024,"CAM, CM, LW",178.0,70.0,Right,82,CAM,"Jan 10, 2016",Not on Loan,43000000.0,70000.0,44.1,356,77,78,59,81,61,396,79,79,82,74,82,383,78,70,79,80,76,337,78,50,78,52,79,334,66,48,79,81,60,77,132,45,53,34,56,11,12,13,8,12,1994,419,4,3,High,Medium,1 ★,74,77,79,80,48,61,387,2016.0,2024.0,8.0,537500.0,Young
232665,M. Arambarri,Mauro Arambarri,Uruguay,24,80,85,"



Getafe CF",2018 ~ 2023,"CDM, CM",175.0,74.0,Right,81,CDM,"Jul 1, 2018",Not on Loan,29000000.0,28000.0,39.2,293,59,49,62,80,43,339,69,66,46,79,79,315,50,54,58,78,75,347,77,57,74,76,63,340,83,79,60,68,50,65,239,80,80,79,55,7,13,13,15,7,1928,407,3,3,Medium,Medium,1 ★,52,58,71,72,78,76,108,2018.0,2023.0,5.0,362500.0,Young
232656,T. Hernández,Theo Hernández,France,22,80,85,"



Milan",2019 ~ 2024,LB,184.0,82.0,Left,80,LB,"Jul 5, 2019",Not on Loan,30000000.0,37000.0,31.1,361,80,65,72,78,66,342,79,63,64,60,76,395,90,93,75,76,61,363,75,61,80,78,69,331,75,69,76,70,41,77,229,72,78,79,43,12,10,7,7,7,2064,460,3,3,High,Medium,1 ★,92,67,73,77,74,77,480,2019.0,2024.0,5.0,375000.0,Young
232432,L. Jović,Luka Jović,Serbia,22,80,85,"



Real Madrid",2019 ~ 2024,ST,182.0,85.0,Right,82,ST,"Jul 1, 2019",Not on Loan,33000000.0,140000.0,42.5,385,67,85,77,73,83,342,80,77,46,58,81,383,74,76,76,80,77,386,82,75,75,79,75,303,62,23,82,70,66,79,67,25,26,16,49,8,7,12,9,13,1915,407,5,3,Medium,Medium,1 ★,75,81,68,80,29,74,381,2019.0,2024.0,5.0,412500.0,Young
230313,Tony Abranjes,Tony Josimar Abranjes Meneses,Brazil,32,80,80,"



Palmeiras",2019 ~ 2023,CB,179.0,80.0,Right,80,CB,"Jan 1, 2019",Not on Loan,13.5,43000.0,17.1,252,39,31,82,66,34,286,47,33,72,66,68,330,65,69,55,74,67,363,61,90,81,91,40,271,76,81,28,43,43,72,239,80,81,78,47,7,14,6,7,13,1788,383,3,2,Medium,Medium,1 ★,67,39,55,56,81,85,6,2019.0,2023.0,4.0,0.16875,Veteran
228093,M. Thuram,Marcus Thuram,France,22,80,86,"



Borussia Mönchengladbach",2019 ~ 2023,"LW, ST",192.0,87.0,Right,82,ST,"Jul 22, 2019",Not on Loan,34000000.0,43000.0,39000000.0,375,74,82,75,74,70,319,85,66,30,59,79,374,79,88,74,79,54,391,83,68,79,86,75,324,53,45,80,76,70,74,129,43,49,37,62,11,13,14,9,15,1974,439,2,3,High,Medium,1 ★,84,80,70,80,48,77,414,2019.0,2023.0,4.0,425000.0,Young
227813,O. Zinchenko,Oleksandr Zinchenko,Ukraine,23,80,85,"



Manchester City",2016 ~ 2024,LB,175.0,64.0,Left,81,CM,"Jul 4, 2016",Not on Loan,29.5,95000.0,33.7,355,82,59,70,83,61,393,79,80,74,78,82,381,75,72,78,78,78,359,77,72,76,63,71,363,73,77,75,79,59,76,232,78,79,75,61,15,11,13,11,11,2144,446,3,3,High,Medium,1 ★,73,66,81,80,77,69,200,2016.0,2024.0,8.0,0.36875,Young
230271,Laure Santeiro,Laureano Thomas Santeiro Marre,Brazil,20,80,80,"



Fluminense",2019 ~ 2023,"CAM, LM, LW",171.0,63.0,Left,80,CAM,"Jan 1, 2019",Not on Loan,24000000.0,23000.0,31.4,335,73,72,44,79,67,375,82,56,75,80,82,416,87,75,85,80,89,287,67,43,67,35,75,308,41,31,82,80,74,77,65,29,13,23,48,9,7,8,14,10,1834,383,5,4,Medium,Medium,1 ★,80,72,77,83,26,45,28,2019.0,2023.0,4.0,300000.0,Young
251700,S. Mandíquez,Segundo Mandíquez,Ecuador,31,80,80,No Club,Free,ST,188.0,84.0,Right,80,ST,"Jan 1, 2010",Not on Loan,0.0,0.0,0.0,361,48,83,86,69,75,296,75,53,52,40,76,352,78,81,72,73,48,382,86,67,68,91,70,302,72,33,82,53,62,75,54,18,23,13,52,13,13,7,5,14,1799,399,4,4,High,Medium,2 ★,80,80,56,74,29,80,28,Free Agent,Free Agent,,0.0,Veteran
230201,Maikel Catarino,Maikel Renan Catarino Fagundes,Brazil,24,80,80,"



Atlético Mineiro",2019 ~ 2023,"RB, RM",177.0,75.0,Right,80,RB,"Jan 1, 2019",Not on Loan,22000000.0,34000.0,26.6,320,81,48,69,73,49,334,78,55,49,75,77,388,81,72,83,81,71,316,52,55,85,68,56,298,62,77,57,61,41,54,233,79,78,76,65,15,13,12,10,15,1954,422,3,3,High,Medium,1 ★,76,51,70,78,77,70,28,2019.0,2023.0,4.0,275000.0,Young
229906,L. Bailey,Leon Bailey,Jamaica,22,80,85,"



Bayer 04 Leverkusen",2017 ~ 2023,"LM, RM",178.0,79.0,Left,81,CAM,"Jan 31, 2017",Not on Loan,32.5,59000.0,35.5,351,73,74,57,73,74,385,84,77,79,65,80,437,93,95,86,79,84,367,79,77,75,59,77,305,58,21,79,76,71,75,88,45,25,18,60,12,13,6,15,14,1993,423,4,4,High,Low,1 ★,94,76,73,83,33,64,259,2017.0,2023.0,6.0,0.40625,Young
229668,Mario Hermoso,Mario Hermoso Canseco,Spain,25,80,83,"



Atlético Madrid",2019 ~ 2024,CB,185.0,76.0,Left,82,CB,"Jul 18, 2019",Not on Loan,25000000.0,51000.0,35.1,306,71,42,75,77,41,341,66,68,55,76,76,370,73,77,75,80,65,352,65,86,76,79,46,336,81,81,64,65,45,76,241,79,82,80,44,13,8,10,5,8,1990,426,3,2,High,Medium,1 ★,75,49,72,71,80,79,173,2019.0,2024.0,5.0,312500.0,Prime
227950,Yeray,Yeray Álvarez López,Spain,25,80,83,"



Athletic Club de Bilbao",2014 ~ 2026,CB,183.0,78.0,Right,82,CB,"Jul 1, 2014",Not on Loan,25000000.0,26000.0,35.9,292,48,41,75,73,55,302,53,56,50,70,73,344,66,70,53,80,75,347,69,89,69,77,43,299,80,85,39,34,61,78,247,83,81,83,52,12,9,8,12,11,1883,394,3,2,Medium,Medium,2 ★,68,49,58,61,82,76,71,2014.0,2026.0,12.0,312500.0,Prime
226166,N. Mukiele,Nordi Mukiele,France,22,80,87,"



RB Leipzig",2018 ~ 2023,"RB, CB, RWB",187.0,84.0,Right,81,CB,"Jul 1, 2018",Not on Loan,40.5,46000.0,35.2,286,74,30,74,73,35,319,73,69,33,70,74,370,77,87,68,73,65,353,57,90,75,79,52,323,72,83,59,64,45,72,242,75,85,82,57,10,7,14,11,15,1950,423,3,3,Medium,Medium,1 ★,83,42,69,72,80,77,677,2018.0,2023.0,5.0,0.50625,Young
227127,Álex Remiro,Alejandro Remiro Gargallo,Spain,25,80,84,"



Real Sociedad",2019 ~ 2023,GK,191.0,83.0,Right,80,GK,"Jul 1, 2019",Not on Loan,23000000.0,25000.0,30.5,87,12,13,13,34,15,102,19,14,17,29,23,268,40,46,69,73,40,251,59,66,42,73,11,124,34,20,11,35,24,55,49,14,17,18,395,83,72,78,81,81,1276,438,4,1,Medium,Medium,1 ★,83,72,78,81,43,81,56,2019.0,2023.0,4.0,287500.0,Prime
223724,S. Lainer,Stefan Lainer,Austria,27,80,80,"



Borussia Mönchengladbach",2019 ~ 2024,RB,175.0,70.0,Right,80,RB,"Jul 1, 2019",Not on Loan,20.5,41000.0,22.1,340,78,59,64,76,63,315,76,65,33,70,71,392,82,78,77,77,78,371,73,68,93,72,65,333,88,74,66,60,45,75,223,72,74,77,46,10,14,7,8,7,2020,441,3,3,High,High,1 ★,80,63,70,75,73,80,74,2019.0,2024.0,5.0,0.25625,Prime
222509,Dani Ceballos,Daniel Ceballos Fernández,Spain,23,80,85,"



Arsenal","Jun 30, 2021 On Loan","CM, CAM",179.0,68.0,Right,82,CM,"Jul 14, 2017","Jun 30, 2021",31.5,125000.0,0.0,327,74,68,41,82,62,388,83,77,63,80,85,376,72,67,78,80,79,342,76,51,77,65,73,365,76,76,76,82,55,80,216,67,75,74,63,12,15,16,7,13,2077,440,3,4,High,Medium,2 ★,69,70,79,83,69,70,152,Free Agent,Free Agent,,0.39375,Young
225193,Merino,Mikel Merino Zazón,Spain,24,80,86,"



Real Sociedad",2018 ~ 2025,CM,189.0,83.0,Left,82,CAM,"Jul 12, 2018",Not on Loan,33000000.0,31000.0,46000000.0,364,73,77,75,81,58,387,83,75,69,78,82,372,69,71,76,82,74,396,82,81,79,78,76,375,75,83,78,81,58,80,226,73,80,73,57,9,12,9,13,14,2177,461,3,3,Medium,Medium,1 ★,70,76,78,82,77,78,182,2018.0,2025.0,7.0,412500.0,Young
216388,A. Saint-Maximin,Allan Saint-Maximin,France,23,80,86,"



Newcastle United",2019 ~ 2025,"LM, LW, ST",173.0,67.0,Right,81,CAM,"Aug 2, 2019",Not on Loan,33.5,43000.0,43.1,325,70,67,53,76,59,371,91,73,58,66,83,443,93,93,93,77,87,361,80,67,77,66,71,258,36,17,74,73,58,83,69,28,18,23,45,10,9,12,7,7,1872,411,4,5,High,Low,2 ★,93,70,72,88,25,63,486,2019.0,2025.0,6.0,0.41875,Young
230204,Héniton Pires,Héniton Enaldo Pires Tramontino,Brazil,24,80,80,"



Flamengo",2019 ~ 2023,GK,182.0,74.0,Right,80,GK,"Jan 1, 2019",Not on Loan,18000000.0,28000.0,20.7,85,18,11,12,28,16,92,14,15,13,30,20,249,43,39,42,77,48,235,59,70,30,64,12,169,36,22,13,77,21,41,47,16,14,17,394,81,75,78,81,79,1271,435,3,1,Medium,Medium,1 ★,81,75,78,79,41,81,8,2019.0,2023.0,4.0,225000.0,Young
224458,Diogo Jota,Diogo José Teixeira da Silva,Portugal,23,80,86,"



Liverpool",2020 ~ 2025,"LW, ST, CM",178.0,73.0,Right,81,CAM,"Sep 19, 2020",Not on Loan,33.5,90000.0,42000000.0,344,68,77,52,72,75,370,84,76,58,68,84,422,88,79,87,82,86,374,82,66,79,73,74,358,85,54,82,74,63,84,151,53,54,44,54,7,12,15,9,11,2073,445,5,4,High,High,2 ★,83,77,71,84,53,77,244,2020.0,2025.0,5.0,0.41875,Young
224232,N. Barella,Nicolò Barella,Italy,23,80,87,"



Inter",2020 ~ 2024,"CM, CAM",172.0,68.0,Right,82,CM,"Sep 1, 2020",Not on Loan,42000000.0,86000.0,39000000.0,326,76,63,40,82,65,386,83,75,67,78,83,396,80,76,78,79,83,349,72,62,87,62,66,388,82,79,75,79,73,80,233,75,80,78,54,11,5,13,14,11,2132,452,3,3,Medium,High,2 ★,78,67,79,82,74,72,248,2020.0,2024.0,4.0,525000.0,Young
223874,V. Rongier,Valentin Rongier,France,25,80,83,"



Olympique de Marseille",2019 ~ 2024,"CM, CDM",172.0,70.0,Right,82,CM,"Sep 3, 2019",Not on Loan,27.5,45000.0,36.5,330,62,71,40,83,74,387,79,76,69,81,82,364,65,57,77,75,90,372,75,75,80,64,78,348,52,81,73,77,65,78,231,76,84,71,49,11,8,12,7,11,2081,431,4,3,Medium,High,2 ★,61,73,76,80,75,66,129,2019.0,2024.0,5.0,0.34375,Prime
210411,Otávio,Otávio Edmilson da Silva Monteiro,Brazil,25,80,83,"



FC Porto",2014 ~ 2021,"RM, CAM, CM",172.0,71.0,Right,81,CAM,"Sep 1, 2014",Not on Loan,28000000.0,17000.0,38.4,343,79,68,56,77,63,398,86,80,72,75,85,398,78,74,85,81,80,318,73,45,74,58,68,355,75,52,76,80,72,80,157,62,52,43,57,11,12,9,10,15,2026,428,3,4,High,High,1 ★,76,69,78,85,55,65,194,2014.0,2021.0,7.0,350000.0,Prime
222331,L. Klostermann,Lukas Klostermann,Germany,24,80,85,"



RB Leipzig",2014 ~ 2024,"CB, RB, RWB",187.0,88.0,Right,82,CB,"Aug 22, 2014",Not on Loan,29000000.0,46000.0,32000000.0,324,72,59,78,74,41,274,71,45,22,63,73,371,79,88,63,81,60,328,58,82,82,75,31,311,72,81,70,62,26,68,250,84,81,85,44,8,12,10,7,7,1902,431,3,2,Medium,Medium,1 ★,84,51,66,71,82,77,388,2014.0,2024.0,10.0,362500.0,Young
221992,H. Lozano,Hirving Lozano,Mexico,24,80,83,"



Napoli",2019 ~ 2024,"RW, ST, LW",175.0,70.0,Right,81,CAM,"Aug 23, 2019",Not on Loan,29000000.0,66000.0,33.7,353,73,75,58,73,74,363,81,72,65,65,80,431,93,93,90,79,76,349,76,67,76,57,73,332,64,45,78,72,73,74,106,42,35,29,59,11,10,14,14,10,1993,425,3,4,High,Low,3 ★,93,75,71,81,41,64,275,2019.0,2024.0,5.0,362500.0,Young
221660,V. Lindelöf,Victor Lindelöf,Sweden,25,80,84,"



Manchester United",2017 ~ 2024,CB,187.0,80.0,Right,82,CDM,"Jul 1, 2017",Not on Loan,26.5,100000.0,33.6,298,62,42,77,79,38,348,71,64,59,78,76,338,62,66,65,83,62,350,70,76,77,75,52,339,81,81,51,72,54,83,245,82,83,80,52,12,16,8,7,9,1970,416,4,3,Medium,High,2 ★,64,50,72,72,81,77,319,2017.0,2024.0,7.0,0.33125,Prime
220651,Angeliño,José Ángel Esmoris Tasende,Spain,23,80,85,"



RB Leipzig","Jun 30, 2021 On Loan",LB,175.0,69.0,Left,81,CM,"Jul 3, 2019","Jun 30, 2021",29.5,95000.0,0.0,345,86,59,59,79,62,400,82,83,76,78,81,388,86,63,76,78,85,369,80,73,87,62,67,366,78,79,75,79,55,69,226,75,77,74,58,13,6,13,13,13,2152,447,3,4,High,Medium,2 ★,73,66,80,81,75,72,2K,Free Agent,Free Agent,,0.36875,Young
219985,M. Vecino,Matias Vecino,Uruguay,28,80,80,"



Inter",2017 ~ 2022,CDM,187.0,81.0,Right,80,CDM,"Aug 2, 2017",Not on Loan,18.5,95000.0,22.1,356,71,61,79,83,62,365,82,64,58,78,83,342,68,62,64,83,65,385,78,75,83,72,77,362,72,77,76,81,56,81,232,79,78,75,20,4,4,4,4,4,2062,443,3,4,High,High,2 ★,65,68,77,80,78,75,52,2017.0,2022.0,5.0,0.23125,Prime
219683,C. Tolisso,Corentin Tolisso,France,25,80,83,"



FC Bayern München",2017 ~ 2022,"CM, CDM",181.0,81.0,Right,82,CM,"Jul 1, 2017",Not on Loan,27.5,74000.0,31.9,368,67,75,82,82,62,381,76,66,73,84,82,375,72,72,75,82,74,398,82,83,77,75,81,386,81,76,79,80,70,74,223,75,77,71,54,7,10,14,9,14,2185,458,3,3,High,Medium,2 ★,72,77,78,78,76,77,113,2017.0,2022.0,5.0,0.34375,Prime
214979,J. Musso,Juan Musso,Argentina,26,80,83,"



Udinese",2018 ~ 2023,GK,191.0,93.0,Right,80,GK,"Jul 13, 2018",Not on Loan,21000000.0,17000.0,25.3,99,20,18,15,31,15,88,16,16,12,24,20,227,46,42,32,68,39,226,56,51,35,70,14,137,27,18,19,48,25,67,42,12,14,16,397,82,77,74,80,84,1216,441,3,1,Medium,Medium,1 ★,82,77,74,84,44,80,48,2018.0,2023.0,5.0,262500.0,Prime
210406,P. Zieliński,Piotr Zieliński,Poland,26,80,83,"



Napoli",2016 ~ 2024,"CM, LM",180.0,75.0,Right,84,CAM,"Aug 9, 2016",Not on Loan,27.5,69000.0,32000000.0,356,77,68,52,84,75,395,85,80,65,80,85,388,77,81,78,76,76,337,76,52,71,56,82,342,56,75,77,83,51,75,212,69,72,71,50,12,9,12,11,6,2080,445,5,4,Medium,Medium,3 ★,79,72,81,83,70,60,91,2016.0,2024.0,8.0,0.34375,Prime
213648,P. Højbjerg,Pierre-Emile Højbjerg,Denmark,24,80,84,"



Tottenham Hotspur",2020 ~ 2025,CDM,185.0,84.0,Right,81,CDM,"Aug 11, 2020",Not on Loan,27.5,74000.0,34.6,333,66,63,63,81,60,380,76,70,76,79,79,329,58,63,65,79,64,389,84,63,85,78,79,358,85,78,69,75,51,72,231,79,80,72,50,9,7,12,11,11,2070,439,4,3,Medium,High,2 ★,61,70,76,75,77,80,165,2020.0,2025.0,5.0,0.34375,Young
206467,A. Plea,Alassane Plea,France,27,80,81,"



Borussia Mönchengladbach",2018 ~ 2023,"ST, LW",181.0,79.0,Right,81,ST,"Jul 13, 2018",Not on Loan,24.5,49000.0,31.1,394,78,85,73,79,79,384,79,83,74,68,80,384,76,70,79,81,78,389,84,71,77,75,82,337,70,39,83,80,65,77,99,29,40,30,69,11,15,16,12,15,2056,425,3,4,High,Medium,2 ★,73,83,77,79,39,74,93,2018.0,2023.0,5.0,0.30625,Prime
227055,Gelson Martins,Gelson Dany Batalha Martins,Portugal,25,80,83,"



AS Monaco",2019 ~ 2024,"RM, RW",173.0,74.0,Right,82,RM,"Jul 1, 2019",Not on Loan,28000000.0,56000.0,36.5,345,76,69,51,75,74,365,87,82,60,55,81,449,94,94,94,75,92,345,77,65,86,48,69,326,60,50,75,75,66,82,153,54,51,48,43,12,9,7,6,9,2026,435,3,5,High,High,3 ★,94,71,72,86,51,61,130,2019.0,2024.0,5.0,350000.0,Prime
206517,J. Grealish,Jack Grealish,England,24,80,83,"



Aston Villa",2012 ~ 2025,"LW, CAM, CM",180.0,68.0,Right,82,CAM,"Mar 1, 2012",Not on Loan,29000000.0,65000.0,37.5,340,78,73,36,81,72,394,85,76,74,77,82,398,78,74,85,79,82,326,75,37,76,61,77,309,48,44,76,83,58,82,140,48,49,43,51,11,6,11,10,13,1958,421,3,4,Medium,Medium,1 ★,76,74,80,84,46,61,421,2012.0,2025.0,13.0,362500.0,Young
207566,William Carvalho,William Silva de Carvalho,Portugal,28,80,80,"



Real Betis",2018 ~ 2023,"CDM, CM",187.0,79.0,Right,80,CDM,"Jul 13, 2018",Not on Loan,18.5,29000.0,27.3,322,68,52,71,81,50,356,72,80,50,80,74,257,41,44,49,76,47,368,71,70,81,91,55,358,78,77,63,80,60,86,224,79,73,72,45,6,6,5,14,14,1930,405,4,3,Medium,Medium,3 ★,43,57,76,69,75,85,71,2018.0,2023.0,5.0,0.23125,Prime
208330,A. Januzaj,Adnan Januzaj,Belgium,25,80,83,"



Real Sociedad",2017 ~ 2022,"RW, RM",186.0,76.0,Left,81,CAM,"Jul 12, 2017",Not on Loan,28000000.0,37000.0,40.2,350,82,77,42,79,70,392,86,80,70,74,82,390,80,76,80,77,77,341,74,61,71,58,77,291,41,36,78,76,60,73,75,30,23,22,55,15,10,11,12,7,1894,402,4,4,Medium,Low,1 ★,78,75,78,83,30,58,142,2017.0,2022.0,5.0,350000.0,Prime
208596,A. Belotti,Andrea Belotti,Italy,26,80,83,"



Torino",2015 ~ 2022,ST,181.0,72.0,Right,83,ST,"Aug 18, 2015",Not on Loan,28000000.0,57000.0,32.8,364,42,88,84,68,82,315,78,64,56,42,75,381,76,76,78,76,75,391,81,83,80,80,67,337,83,31,85,61,77,75,110,55,23,32,53,13,7,12,14,7,1951,413,5,3,High,High,3 ★,76,81,57,77,41,81,155,2015.0,2022.0,7.0,350000.0,Prime
214584,F. Armani,Franco Armani,Argentina,33,80,80,"



River Plate",2018 ~ 2022,GK,189.0,88.0,Right,80,GK,"Jan 12, 2018",Not on Loan,7000000.0,17000.0,11.2,103,18,11,19,37,18,114,19,15,16,29,35,239,41,45,37,77,39,250,50,67,35,81,17,158,45,21,17,55,20,53,47,15,13,19,388,78,76,67,81,86,1299,431,3,1,Medium,Medium,1 ★,78,76,67,86,43,81,48,2018.0,2022.0,4.0,87500.0,Veteran
208618,Lucas Vázquez,Lucas Vázquez Iglesias,Spain,29,80,80,"



Real Madrid",2015 ~ 2021,RW,173.0,70.0,Right,80,RW,"Jul 2, 2015",Not on Loan,20.5,165000.0,29.7,344,80,72,56,78,58,389,81,82,71,75,80,405,83,79,80,81,82,372,80,68,91,57,76,347,72,61,80,78,56,75,170,57,57,56,50,9,16,9,9,7,2077,440,4,4,High,High,2 ★,81,73,78,81,58,69,69,2015.0,2021.0,6.0,0.25625,Prime
210935,D. Berardi,Domenico Berardi,Italy,25,80,81,"



Sassuolo",2012 ~ 2024,"RM, RW",183.0,72.0,Left,82,CAM,"Jul 1, 2012",Not on Loan,25000000.0,39000.0,31.1,376,75,79,62,82,78,395,81,76,74,79,85,393,79,77,87,77,73,357,83,65,69,60,80,346,85,26,79,80,76,78,102,42,30,30,27,5,6,5,5,6,1996,423,3,4,Medium,Medium,2 ★,78,80,79,82,36,68,84,2012.0,2024.0,12.0,312500.0,Prime
211241,Rubén Peña,Rubén Peña Jiménez,Spain,28,80,80,"



Villarreal CF",2019 ~ 2024,"RB, LB",170.0,65.0,Right,80,RB,"Jul 4, 2019",Not on Loan,19000000.0,37000.0,26.3,367,81,71,72,77,66,344,82,59,56,66,81,405,78,86,78,78,85,354,75,69,78,66,66,342,63,72,78,65,64,72,229,72,78,79,54,7,11,10,16,10,2095,450,3,4,High,Low,1 ★,82,71,72,81,75,69,40,2019.0,2024.0,5.0,237500.0,Prime
211320,D. Rugani,Daniele Rugani,Italy,25,80,83,"



Stade Rennais FC",2015 ~ 2023,CB,190.0,84.0,Right,82,CB,"Feb 4, 2015",Not on Loan,25000000.0,47000.0,32.6,259,40,33,82,69,35,264,64,45,25,65,65,314,58,63,60,78,55,318,58,83,62,76,39,272,72,86,28,50,36,70,249,86,83,80,30,5,10,5,5,5,1706,375,3,2,Low,Medium,2 ★,61,39,55,64,84,72,134,2015.0,2023.0,8.0,312500.0,Prime
211748,K. Demirbay,Kerem Demirbay,Germany,26,80,81,"



Bayer 04 Leverkusen",2019 ~ 2024,CM,183.0,74.0,Left,81,CAM,"Jul 1, 2019",Not on Loan,24.5,68000.0,30.2,333,72,74,46,82,59,416,85,85,81,80,85,371,68,62,79,84,78,369,77,71,77,67,77,370,69,71,78,82,70,84,185,72,59,54,68,14,15,11,14,14,2112,437,4,4,Medium,Medium,2 ★,65,74,80,84,64,70,55,2019.0,2024.0,5.0,0.30625,Prime
212404,F. Bernardeschi,Federico Bernardeschi,Italy,26,80,82,"



Juventus",2017 ~ 2022,"CAM, RM",185.0,77.0,Left,82,CAM,"Jul 24, 2017",Not on Loan,26000000.0,81000.0,31.1,360,81,68,54,83,74,401,84,82,80,71,84,402,81,79,85,78,79,356,82,49,77,66,82,347,52,66,78,79,72,78,170,66,54,50,64,14,15,10,13,12,2100,444,3,5,High,Medium,2 ★,80,75,80,84,60,65,180,2017.0,2022.0,5.0,325000.0,Prime
